Org Code,Org Name,Org Type,Function,Contact,Address 1,Address 2,Town,State,Zip Code,Phone,Fax,Grades
01580505,Littleton: Littleton High School,Public School,Principal,John Harrington,56 King Street,,Littleton,MA,01460,978-952-2555,978-486-0758,"09,10,11,12"
01580305,Littleton: Littleton Middle School,Public School,Principal,Cheryl Temple,55 Russell Street,,Littleton,MA,01460,978-486-8938,978-952-4547,"06,07,08"
01580015,Littleton: Russell St Elementary,Public School,Principal,Scott Bazydlo,57 Russell Street,,Littleton,MA,01460,978-540-2520,978-952-4539,"03,04,05"
01580005,Littleton: Shaker Lane Elementary,Public School,Principal,Michelle Kane,35 Shaker Lane,,Littleton,MA,01460,978-486-3959,978-952-4550,"PK,K,01,02"
01590005,Longmeadow: Blueberry Hill,Public School,Principal,Amy Bostian,275 Blueberry Hill Rd,,Longmeadow,MA,01106,413-565-4280,413-565-4283,"K,01,02,03,04,05"
01590010,Longmeadow: Center,Public School,Principal,Donna Hutton,837 Longmeadow Street,,Longmeadow,MA,01106,413-565-4290,413-565-4292,"K,01,02,03,04,05"
01590017,Longmeadow: Glenbrook Middle,Public School,Principal,Nikcole Allen,110 Cambridge Circle,,Longmeadow,MA,01106,413-565-4250,413-565-4258,"06,07,08"
01590505,Longmeadow: Longmeadow High,Public School,Principal,Thomas Landers,95 Grassy Gutter Rd,,Longmeadow,MA,01106,413-565-4220,413-565-4233,"09,10,11,12"
01590305,Longmeadow: Williams Middle,Public School,Principal,Taylor Wrye,410 Williams Street,,Longmeadow,MA,01106,413-565-4260,413-565-4104,"06,07,08"
01590025,Longmeadow: Wolf Swamp Road,Public School,Principal,Elizabeth Nelson,62 Wolf Swamp Rd,,Longmeadow,MA,01106,413-565-4270,413-565-4273,"PK,K,01,02,03,04,05"
01600020,Lowell: Abraham Lincoln,Public School,Principal,Ruben Carmona,300 Chelmsford Street,,Lowell,MA,01851,978-937-2846,978-937-2855,"PK,K,01,02,03,04"
01600310,Lowell: B.F. Butler Middle School,Public School,Principal,Teresa Soares-Pena,1140 Gorham Street,,Lowell,MA,01852,978-937-8973,978-937-2819,"05,06,07,08"
01600090,Lowell: Bartlett Community Partnership,Public School,Principal,Peter Holtz,79 Wannalancit Street,,Lowell,MA,01854,978-937-8968,978-441-3745,"PK,K,01,02,03,04,05,06,07,08"
01600030,Lowell: Charles W Morey,Public School,Principal,Frederick Mcosker,130 Pine Street,,Lowell,MA,01851,978-937-7662,978-937-7663,"PK,K,01,02,03,04"
01600080,Lowell: Charlotte M Murkland Elementary,Public School,Principal,Kevin Andriolo,350 Adams Street,,Lowell,MA,01854,978-937-2826,978-937-2835,"PK,K,01,02,03,04"
01600345,Lowell: Dr An Wang School,Public School,Principal,Matthew Stahl,365 West Meadow Road,,Lowell,MA,01854,978-937-7683,978-937-7680,"05,06,07,08"
01600002,Lowell: Dr Gertrude Bailey,Public School,Principal,Kimberley Clements,175 Campbell Drive,,Lowell,MA,01851,978-937-7644,978-459-5314,"PK,K,01,02,03,04"
01600015,Lowell: Greenhalge,Public School,Principal,James Neary,149 Ennell Street,,Lowell,MA,01850,978-937-7670,978-441-3724,"PK,K,01,02,03,04"
01600330,Lowell: Henry J Robinson Middle,Public School,Principal,Kevin McLaughlin,110 June Street,,Lowell,MA,01850,978-937-8974,978-937-8988,"05,06,07,08"
01600315,Lowell: James S Daley Middle School,Public School,Principal,William Skinner,150 Fleming Street,,Lowell,MA,01851,978-937-8981,978-937-7610,"05,06,07,08"
01600340,Lowell: James Sullivan Middle School,Public School,Principal,Edward Foster,150 Draper Street,,Lowell,MA,01852,978-937-8993,978-937-3278,"05,06,07,08"
01600050,Lowell: John J Shaughnessy,Public School,Principal,Susan Mulligan,1158 Gorham Street,,Lowell,MA,01852,978-937-7657,978-446-7074,"PK,K,01,02,03,04"
01600010,Lowell: Joseph McAvinnue,Public School,Principal,Michael Ducharme,131 Mammoth Road,,Lowell,MA,01854,978-937-2871,978-937-2880,"PK,K,01,02,03,04"
01600360,Lowell: Kathryn P. Stoklosa Middle School,Public School,Principal,James Cardaci,560 Broadway Street,,Lowell,MA,01854,978-275-6330,978-275-6343,"05,06,07,08"
01600085,Lowell: Laura Lee Therapeutic Day School,Public School,Principal,Francisco Vicente,235 Powell Street,,Lowell,MA,01851,978-937-7655,978-452-0208,"K,01,04,05,06,07,08"
01600320,Lowell: Leblanc Therapeutic Day School,Public School,Principal,Carolyn Cuneo,58 Sycamore Street,,Lowell,MA,01852,978-970-5467,978-970-5466,"09,10,11,12"
01600605,Lowell: Lowell Day School on Broadway,Public School,Principal,Patricia Clark-Nowoswiat,480 Broadway,,Methuen,MA,01844,978-674-2406,--,"PK,K,01,02,03,04,05,06,07,08"
01600505,Lowell: Lowell High,Public School,Principal,Marianne Busteed,50 Father Morrissette Boulevard,,Lowell,MA,01852,978-937-8900,978-937-8902,"09,10,11,12"
01600027,Lowell: Moody Elementary,Public School,Principal,Roberta Keefe,158 Rogers Street,,Lowell,MA,01852,978-937-7673,978-937-7606,"PK,K,01,02,03,04"
01600036,Lowell: Pawtucketville Memorial,Public School,Principal,Mathew McLean,425 West Meadow Road,,Lowell,MA,01854,978-937-7667,978-441-3732,"PK,K,01,02,03,04"
01600040,Lowell: Peter W Reilly,Public School,Principal,Sean Carabatsos,115 Douglas Road,,Lowell,MA,01852,978-937-7652,978-446-7423,"K,01,02,03,04"
01600018,Lowell: Pyne Arts,Public School,Principal,Wendy Crocker-Roberge,145 Boylston Street,,Lowell,MA,01852,978-937-7639,978-446-0942,"PK,K,01,02,03,04,05,06,07,08"
01600005,Lowell: Rogers STEM Academy,Public School,Principal,Jason McCrevan,43 Highland Street,,Lowell,MA,01852,978-674-4331,978-937-7603,"PK,K,01,02,03,04,05,06"
01600075,Lowell: S Christa McAuliffe Elementary,Public School,Principal,David Anderson,570 Beacon Street,,Lowell,MA,01850,978-937-2838,978-937-2845,"PK,K,01,02,03,04"
01600515,Lowell: The Career Academy,Public School,Principal,Megan O'Loughlin,125 Smith Street,,Lowell,MA,01851,978-970-3318,978-275-6399,"09,10,11,12"
01600055,Lowell: Washington,Public School,Principal,Cheryl Cunningham,795 Wilder Street,,Lowell,MA,01851,978-937-7635,978-937-7636,"PK,K,01,02,03,04"
04560050,Lowell Community Charter Public (District): Lowell Community Charter Public School,Charter School,Principal,Nicholas Leonardos,206 Jackson Street,,Lowell,MA,01852,978-323-0800,978-323-4600,"PK,K,01,02,03,04,05,06,07,08"
04580505,Lowell Middlesex Academy Charter (District): Lowell Middlesex Academy Charter School,Charter School,Principal,Margaret McDevitt,67 Middle Street,,Lowell,MA,01852,978-656-3165,978-459-0456,"09,10,11,12"
01610020,Ludlow: Chapin Street Elementary School,Public School,Principal,Nikki Reed,766 Chapin Street,,Ludlow,MA,01056,413-583-5031,413-583-5627,"02,03"
01610010,Ludlow: East Street Elementary School,Public School,Principal,Thomas Welch,508 East Street,,Ludlow,MA,01056,413-589-9121,413-583-5629,"PK,K,01"
01610505,Ludlow: Ludlow Senior High,Public School,Principal,Lisa Nemeth,500 Chapin Street,,Ludlow,MA,01056,413-589-9001,413-583-5637,"09,10,11,12"
01610305,Ludlow: Paul R Baird Middle,Public School,Principal,Stacy Monette,1 Rooney Road,,Ludlow,MA,01056,413-583-5685,413-583-5636,"06,07,08"
01610023,Ludlow: Veterans Park Elementary,Public School,Principal,Melissa Knowles,486 Chapin Street,,Ludlow,MA,01056,413-583-5695,413-583-5630,"04,05"
01620605,Lunenburg: Advanced Community Experience Program,Public School,Principal,Brian Spadafino,1025 Massachusetts Avenue,,Lunenberg,MA,01462,978-582-4100,978-582-4103,
01620505,Lunenburg: Lunenburg High,Public School,Principal,Brian Spadafino,1079 Massachusetts Avenue,,Lunenburg,MA,01462,978-582-4115,978-582-4153,"09,10,11,12"
01620305,Lunenburg: Lunenburg Middle School,Public School,Principal,Timothy Santry,1079 Massachusetts Avenue,,Lunenburg,MA,01462,978-582-4115,978-582-4153,"06,07,08"
01620010,Lunenburg: Lunenburg Primary School,Public School,Principal,Elaine Blaisdell,1401 Massachusetts Avenue,,Lunenburg,MA,01462,978-582-4122,978-582-4173,"PK,K,01,02"
01620025,Lunenburg: Turkey Hill Elementary School,Public School,Principal,Heidi Champagne,129 Northfield Road,,Lunenburg,MA,01462,978-582-4110,978-582-4109,"03,04,05"
01630016,Lynn: A Drewicz Elementary,Public School,Principal,Patricia Hebert,34 Hood Street,,Lynn,MA,01905,781-477-7350,781-477-7353,"K,01,02,03,04,05"
01630011,Lynn: Aborn,Public School,Principal,Patricia Muxie,409 Eastern Avenue,,Lynn,MA,01902,781-477-7320,781-581-1058,"K,01,02,03,04,05"
01630405,Lynn: Breed Middle School,Public School,Principal,Julie Louf,90 OCallaghan Way,,Lynn,MA,01905,781-477-7330,781-581-6985,"06,07,08"
01630020,Lynn: Brickett Elementary,Public School,Principal,Eileen Cole,123 Lewis Street,,Lynn,MA,01902,781-477-7333,781-596-2665,"K,01,02,03,04,05"
01630090,Lynn: Capt William G Shoemaker,Public School,Principal,Christina Colella,26 Regina Rd,,Lynn,MA,01904,781-477-7450,781-477-7454,"PK,K,01,02,03,04,05"
01630505,Lynn: Classical High,Public School,Principal,Eugene Constantino,235 O Callaghan Way,,Lynn,MA,01905,781-477-7404,781-477-7212,"09,10,11,12"
01630035,Lynn: Cobbet Elementary,Public School,Principal,Susanne Garrity,40 Franklin Street,,Lynn,MA,01902,781-477-7341,781-477-7341,"K,01,02,03,04,05"
01630045,Lynn: E J Harrington,Public School,Principal,Debra Ruggiero,21 Dexter Street,,Lynn,MA,01902,781-477-7380,781-477-7383,"PK,K,01,02,03,04,05"
01630004,Lynn: Early Childhood Center,Public School,Principal,Lissa Bloom,90 Commercial Street,,Lynn,MA,01905,781-477-3301,781-477-7221,"PK,K,01,02,03,04,05"
01630095,Lynn: Edward A Sisson,Public School,Principal,Jane Franklin,58 Conomo Avenue,,Lynn,MA,01904,781-477-7455,781-268-0550,"K,01,02,03,04,05"
01630525,Lynn: Fecteau-Leary Junior/Senior High School,Public School,Principal,Maura Durgin-Scully,33 North Common Street,,Lynn,MA,01902,781-268-3007,781-268-3006,"07,08,09,10,11,12"
01630055,Lynn: Hood,Public School,Principal,Gayle Dufour,24 Oakwood Avenue,,Lynn,MA,01902,781-477-7390,781-593-9746,"K,01,02,03,04,05"
01630060,Lynn: Ingalls,Public School,Principal,Irene Cowdell,1 Collins Street Terrace,,Lynn,MA,01902,781-477-7400,781-477-7398,"K,01,02,03,04,05"
01630030,Lynn: Julia F Callahan,Public School,Principal,Brian Fay,200 O'Callaghan Way,,Lynn,MA,01905,781-477-7340,781-581-9248,"PK,K,01,02,03,04,05"
01630070,Lynn: Lincoln-Thomson,Public School,Principal,Mary Foster,115 Gardiner Street,,Lynn,MA,01905,781-477-7460,781-477-7459,"K,01,02,03,04,05"
01630510,Lynn: Lynn English High,Public School,Principal,Thomas Strangie,50 Goodridge Street,,Lynn,MA,01902,781-477-7366,781-477-7365,"09,10,11,12"
01630605,Lynn: Lynn Vocational Technical Institute,Public School,Principal,Robert Buontempo,80 Neptune Blvd,,Lynn,MA,01902,781-477-7431,781-477-7415,"PK,06,07,09,10,11,12"
01630075,Lynn: Lynn Woods,Public School,Principal,Ellen Fritz,31 Trevett Avenue,,Lynn,MA,01904,781-477-7433,781-477-7435,"K,01,02,03,04,05"
01630420,Lynn: Pickering Middle,Public School,Principal,Kevin Rittershaus,70 Conomo Avenue,,Lynn,MA,01904,781-477-7440,781-477-7202,"06,07,08"
01630050,Lynn: Robert L Ford,Public School,Principal,Joanne Larivee,49 Hollingsworth St,,Lynn,MA,01902,781-477-7375,781-477-2796,"01,02,03,04,05"
01630085,Lynn: Sewell-Anderson,Public School,Principal,Mary Panagopoulos,25 Ontario Street,,Lynn,MA,01905,781-477-7444,781-268-4074,"K,01,02,03,04,05"
01630305,Lynn: Thurgood Marshall Mid,Public School,Principal,Molly Cohen,100 Brookline Street,,Lynn,MA,01902,781-477-7360,781-477-7355,"06,07,08"
01630100,Lynn: Tracy,Public School,Principal,Pattye Griffin,35 Walnut Street,,Lynn,MA,01905,781-477-7466,781-477-7465,"01,02,03,04,05"
01630005,Lynn: Washington Elementary School,Public School,Principal,Anthony Frye,58 Blossom Street,,Lynn,MA,01902,781-477-1701,339-883-1415,"K,01,02,03,04,05"
01630080,Lynn: William R Fallon,Public School,Principal,Nancy Conway,100 Robinson Street,,Lynn,MA,01905,781-477-7401,781-477-7472,"K,01,02,03,04,05,06"
01630040,Lynn: Wm P Connery,Public School,Principal,Mary Dill,50 Elm Street,,Lynn,MA,01905,781-477-7344,781-477-7451,"PK,K,01,02,03,04,05"
01640010,Lynnfield: Huckleberry Hill,Public School,Principal,Brian Bemiss,5 Knoll Road,,Lynnfield,MA,01940,781-334-5835,781-334-7205,"K,01,02,03,04"
01640505,Lynnfield: Lynnfield High,Public School,Principal,Robert Cleary,275 Essex Street,,Lynnfield,MA,01940,781-334-5820,781-334-7207,"09,10,11,12"
01640405,Lynnfield: Lynnfield Middle School,Public School,Principal,Stephen Ralston,505 Main Street,,Lynnfield,MA,01940,781-334-5810,781-334-7203,"05,06,07,08"
01640005,Lynnfield: Lynnfield Preschool,Public School,Principal,Kara Mauro,262 Summer Street,,Lynnfield,MA,01940,781-581-5140,781-581-5231,PK
01640020,Lynnfield: Summer Street,Public School,Principal,Gregory Hurray,262 Summer Street,,Lynnfield,MA,01940,781-334-5830,781-334-5817,"K,01,02,03,04"
04690505,MATCH Charter Public School (District): MATCH Charter Public School,Charter School,Principal,Hannah Larkin,1001 Commonwealth Avenue,,Boston,MA,02215,617-232-0300,617-232-2838,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12"
04680505,Ma Academy for Math and Science: Ma Academy for Math and Science School,Public School,Principal,Michael Barney,85 Prescott Street,,Worcester,MA,01605,508-831-5859,508-831-5880,"11,12"
01650003,Malden: Beebe,Public School,Principal,Susan Vatalaro,401 Pleasant Street,,Malden,MA,02148,781-388-0621,781-388-0623,"K,01,02,03,04,05,06,07,08"
01650013,Malden: Ferryway,Public School,Principal,Abdel Sepulveda,150 Cross Street,,Malden,MA,02148,781-388-0659,781-388-0660,"K,01,02,03,04,05,06,07,08"
01650027,Malden: Forestdale,Public School,Principal,Donald Concannon,74 Sylvan Street,,Malden,MA,02148,781-397-7326,781-397-1509,"K,01,02,03,04,05,06,07,08"
01650047,Malden: Linden,Public School,Principal,Richard Bransfield,29 Wescott Street,,Malden,MA,02148,781-397-7218,781-397-1562,"K,01,02,03,04,05,06,07,08"
01650049,Malden: Malden Early Learning Center,Public School,Principal,Peter Dolan,257 Mountain Avenue,,Malden,MA,02148,781-397-7025,781-321-3495,PK
01650505,Malden: Malden High,Public School,Principal,Edward Lombardi,77 Salem Street,,Malden,MA,02148,781-397-6000,781-397-7224,"09,10,11,12"
01650057,Malden: Salemwood,Public School,Principal,Rebecca Gordon,529 Salem Street,,Malden,MA,02148,781-388-0647,781-397-7319,"K,01,02,03,04,05,06,07,08"
06980020,Manchester Essex Regional: Essex Elementary,Public School,Principal,Jennifer Roberts,12 Story Street,,Essex,MA,01929,978-768-7324,978-768-2502,"K,01,02,03,04,05"
06980510,Manchester Essex Regional: Manchester Essex Regional High School,Public School,Principal,Patricia Puglisi,36 Lincoln Street,,Manchester,MA,01944,978-526-4412,978-526-2046,"09,10,11,12"
06980030,Manchester Essex Regional: Manchester Essex Regional Middle School,Public School,Principal,Joanne Maino,36 Lincoln Street,,Manchester,MA,01944,978-526-2022,978-525-6090,"06,07,08"
06980010,Manchester Essex Regional: Manchester Memorial Elementary,Public School,Principal,John Willis,43 Lincoln Street,,Manchester,MA,01944,978-526-1908,978-526-2060,"PK,K,01,02,03,04,05"
01670007,Mansfield: Everett W Robinson,Public School,Principal,Kerri Sankey,245 East Street,,Mansfield,MA,02048,508-261-7513,508-261-7418,"K,01,02"
01670035,Mansfield: Harold L Qualters Middle,Public School,Principal,Suzanne Ryan,240 East Street,,Mansfield,MA,02048,508-261-7530,508-261-7535,"06,07,08"
01670014,Mansfield: Jordan/Jackson Elementary,Public School,Principal,John Nieratko,255 East Street,,Mansfield,MA,02048,508-261-7520,508-261-7528,"03,04,05"
01670505,Mansfield: Mansfield High,Public School,Principal,Mary Watkins,250 East Street,,Mansfield,MA,02048,508-261-7540,508-339-0259,"09,10,11,12"
01670003,Mansfield: Roland Green School,Public School,Principal,Joanne Jordan,29 Dean Street,,Mansfield,MA,02048,508-261-1561,508-261-7415,PK
35170505,Map Academy Charter School (District): Map Academy Charter School,Charter School,Principal,Rachel Babcock,6 Main Street Extension #3169,,Plymouth,MA,02361,508-591-0419,--,"09,10,11,12"
01680015,Marblehead: Elbridge Gerry,Public School,Principal,Sean Satterfield,50 Elm Street,,Marblehead,MA,01945,781-639-3185,781-639-3182,"K,01"
01680020,Marblehead: Glover,Public School,Principal,Brian Ota,9 Maple Street,,Marblehead,MA,01945,781-639-3190,781-639-3192,"PK,K,01,02,03"
01680010,Marblehead: L H Coffin,Public School,Principal,Sean Satterfield,1 Turner Rd,,Marblehead,MA,01945,781-639-3180,781-639-3182,"02,03"
01680005,Marblehead: Malcolm L Bell,Public School,Principal,Donna Zaeske,40 Baldwin Rd,,Marblehead,MA,01945,781-639-3170,781-639-3173,"K,01,02,03"
01680505,Marblehead: Marblehead High,Public School,Principal,Daniel Bauer,2 Humphrey Street,,Marblehead,MA,01945,781-639-3100,781-639-3105,"09,10,11,12"
01680300,Marblehead: Marblehead Veterans Middle School,Public School,Principal,Matthew Fox,217 Pleasant Street,,Marblehead,MA,01945,781-639-3120,781-639-3130,"07,08"
01680016,Marblehead: Village School,Public School,Principal,Amanda Murphy,93 Village Street,,Marblehead,MA,01945,781-639-3159,781-639-9423,"04,05,06"
04640305,Marblehead Community Charter Public (District): Marblehead Community Charter Public School,Charter School,Principal,Helena Cullen-Hamzeh,17 Lime Street,,Marblehead,MA,01945,781-631-0777,781-631-0500,"04,05,06,07,08"
01690005,Marion: Sippican,Public School,Principal,Evelyn Rivet,16 Spring Street,,Marion,MA,02738,508-748-0100,508-748-1953,"PK,K,01,02,03,04,05,06"
01700045,Marlborough: 1 LT Charles W. Whitcomb School,Public School,Principal,Brian Daniels,25 Union Street,,Marlborough,MA,01752,508-460-3502,508-460-3597,"05,06,07,08"
01700030,Marlborough: Charles Jaworek School,Public School,Principal,Ronald Sanborn,444 Hosmer Street,,Marlborough,MA,01752,508-460-3506,508-460-3709,"K,01,02,03,04"
01700006,Marlborough: Early Childhood Center,Public School,Principal,Andrew Bernabei,17 Washington Street,,Marlborough,MA,01752,508-460-3503,508-485-1142,PK
01700008,Marlborough: Francis J Kane,Public School,Principal,Kalliope Pantazopoulos,520 Farm Road,,Marlborough,MA,01752,508-460-3507,508-460-3588,"K,01,02,03,04"
01700505,Marlborough: Marlborough High,Public School,Principal,Charles Caliri,431 Bolton Street,,Marlborough,MA,01752,508-460-3500,508-460-3501,"09,10,11,12"
01700025,Marlborough: Richer,Public School,Principal,Robert Skaza,80 Foley Road,,Marlborough,MA,01752,508-460-3504,508-460-3586,"K,01,02,03,04"
01710015,Marshfield: Daniel Webster,Public School,Principal,Sara Prouty,1456 Ocean Street,,Marshfield,MA,02050,781-834-5045,781-834-5072,"PK,K,01,02,03,04,05"
01710005,Marshfield: Eames Way School,Public School,Principal,William Campia,165 Eames Way,,Marshfield,MA,02050,781-834-5090,781-834-5094,"K,01,02,03,04,05"
01710310,Marshfield: Furnace Brook Middle,Public School,Principal,Maureen Kemmett,500 Furnace Street,,Marshfield,MA,02050,781-834-5020,781-834-5899,"06,07,08"
01710020,Marshfield: Gov Edward Winslow,Public School,Principal,Karen Hubbard,60 Regis Rd,,Marshfield,MA,02050,781-834-5060,781-834-5075,"K,01,02,03,04,05"
01710505,Marshfield: Marshfield High,Public School,Principal,Robert Keuther,167 Forest Street,,Marshfield,MA,02050,781-834-5050,781-834-5040,"09,10,11,12"
01710025,Marshfield: Martinson Elementary,Public School,Principal,Leslie Scollins,275 Forest Street,,Marshfield,MA,02050,781-834-5025,781-834-5003,"PK,K,01,02,03,04,05"
01710010,Marshfield: South River,Public School,Principal,Amy Scolaro,59 Hatch Street,,Marshfield,MA,02050,781-834-5030,781-834-5071,"K,01,02,03,04,05"
07000505,Martha's Vineyard: Martha's Vineyard Regional High,Public School,Principal,Sara Dingledy,Box 1385,,Oak Bluffs,MA,02557,508-693-1033,508-693-1891,"09,10,11,12"
04660550,Martha's Vineyard Charter (District): Martha's Vineyard Charter School,Charter School,Principal,Robert Moore,PO Box 1150,,West Tisbury,MA,02575,508-693-9900,508-696-9008,"K,01,02,03,04,05,06,07,08,09,10,11,12"
04920005,Martin Luther King Jr. Charter School of Excellence (District): Martin Luther King Jr. Charter School of Excellence,Charter School,Principal,Alan Katz,285 Dorset Street,,Springfield,MA,01108,413-214-7806,413-214-7838,"K,01,02,03,04,05"
07050505,Masconomet: Masconomet Regional High School,Public School,Principal,Peter Delani,20 Endicott Rd,,Boxford,MA,01921,978-887-2323,978-887-7243,"09,10,11,12"
07050405,Masconomet: Masconomet Regional Middle School,Public School,Principal,Dorothy Flaherty,20 Endicott Rd,,Boxford,MA,01921,978-887-2323,978-887-1991,"07,08"
01720005,Mashpee: Kenneth Coombs School,Public School,Principal,Paul Labelle,152 Old Barnstable Road,,Mashpee,MA,02649,508-539-1520,508-539-1530,"PK,K,01,02"
01720505,Mashpee: Mashpee High,Public School,Principal,Mark Balestracci,500 Old Barnstable Road,,Mashpee,MA,02649,508-539-3600,508-539-3607,"09,10,11,12"
01720020,Mashpee: Mashpee Middle School,Public School,Principal,Mark Balestracci,500 Old Barnstable Road,,Mashpee,MA,02649,508-539-3601,508-539-3607,"07,08"
01720035,Mashpee: Quashnet School,Public School,Principal,MaryKate O'brien,150 Old Barnstable Road,,Mashpee,MA,02649,508-539-1550,508-539-1556,"03,04,05,06"
39010900,Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District: Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School,Public School,Principal,Greg Runyan,278 Main St.,Ste. 205,Greenfield,MA,01301,413-475-3879,413-475-3909,"K,01,02,03,04,05,06,07,08,09,10,11,12"
01730005,Mattapoisett: Center,Public School,Principal,Rosemary Bowman,17 Barstow Street,,Mattapoisett,MA,02739,508-758-2521,508-758-3153,"PK,K,01,02,03"
01730010,Mattapoisett: Old Hammondtown,Public School,Principal,Rosemary Bowman,20 Shaw Street,,Mattapoisett,MA,02739,508-758-6241,508-758-4667,"04,05,06"
01740305,Maynard: Fowler School,Public School,Principal,Sharon Seyller,3 Tiger Drive,,Maynard,MA,01754,978-897-6700,978-897-5737,"04,05,06,07,08"
01740010,Maynard: Green Meadow,Public School,Principal,Mary Beth Shea,5 Tiger Drive,,Maynard,MA,01754,978-897-8246,978-897-8298,"PK,K,01,02,03"
01740505,Maynard: Maynard High,Public School,Principal,Charles Caragianes,1 Tiger Drive,,Maynard,MA,01754,978-897-8891,978-897-6089,"09,10,11,12"
01750005,Medfield: Dale Street,Public School,Principal,Stephen Grenham,45 Adams Street,,Medfield,MA,02052,508-359-5538,508-359-1415,"04,05"
01750505,Medfield: Medfield Senior High,Public School,Principal,Robert Parga,88R South Street,,Medfield,MA,02052,508-359-4367,508-359-2963,"09,10,11,12"
01750003,Medfield: Memorial School,Public School,Principal,Melissa Bilsborough,59 Adams Street,,Medfield,MA,02052,508-359-5135,508-359-1419,"PK,K,01"
01750007,Medfield: Ralph Wheelock School,Public School,Principal,Donna Olson,17 Elm Street,,Medfield,MA,02052,508-359-6316,508-359-6174,"02,03"
01750305,Medfield: Thomas Blake Middle,Public School,Principal,Nathaniel Vaughn,24 Pound Street,,Medfield,MA,02052,508-359-2396,508-359-0134,"06,07,08"
01760130,Medford: Brooks School,Public School,Principal,Suzanne Galusi,388 High Street,,Medford,MA,02155,781-393-2166,781-393-2174,"PK,K,01,02,03,04,05"
01760140,Medford: Christopher Columbus,Public School,Principal,Kathleen Kay,37 Hicks Avenue,,Medford,MA,02155,781-393-2177,781-393-2187,"PK,K,01,02,03,04,05"
01760510,Medford: Curtis-Tufts,Public School,Principal,Brian Twomey,437 Main Street,,Medford,MA,02155,781-393-2343,781-393-0699,"09,10,11,12"
01760068,Medford: John J McGlynn Elementary School,Public School,Principal,Diane Guarino,3002 Mystic Valley Pkwy,,Medford,MA,02155,781-393-2333,781-393-5462,"PK,K,01,02,03,04,05"
01760320,Medford: John J. McGlynn Middle School,Public School,Principal,Jacob Edwards,3004 Mystic Valley Parkway,,Medford,MA,02155,781-393-2333,781-393-5462,"06,07,08"
01760315,Medford: Madeleine Dugger Andrews,Public School,Principal,Paul D'Alleva,3000 Mystic Valley Pkwy,,Medford,MA,02155,781-393-2228,781-395-8128,"06,07,08"
01760505,Medford: Medford High,Public School,Principal,John Perella,489 Winthrop Street,,Medford,MA,02155,781-393-2301,781-395-1468,"PK,09,10,11,12"
01760150,Medford: Milton Fuller Roberts,Public School,Principal,Kirk Johnson,35 Court Street,,Medford,MA,02155,781-393-2155,781-393-2158,"PK,K,01,02,03,04,05"
01770015,Medway: Burke/Memorial Elementary School,Public School,Principal,Amanda Luizzi,16 Cassidy Lane,,Medway,MA,02053,508-533-3266,508-533-3274,"02,03,04"
01770013,Medway: John D Mc Govern Elementary,Public School,Principal,Christina Cooney,9 Lovering Street,,Medway,MA,02053,508-533-3243,508-533-3263,"PK,K,01"
01770505,Medway: Medway High,Public School,Principal,Timothy McCarron,88 Summer Street,,Medway,MA,02053,508-533-3227,508-533-3246,"09,10,11,12"
01770305,Medway: Medway Middle,Public School,Principal,Cari Perchase,45 Holliston Street,,Medway,MA,02053,508-533-3230,508-533-3257,"05,06,07,08"
01780003,Melrose: Early Childhood Center,Public School,Principal,Donna Rosso,16 Franklin Street,,Melrose,MA,02176,781-979-2260,781-979-2120,PK
01780017,Melrose: Herbert Clark Hoover,Public School,Principal,Carol Weldin,37 Glendower Road,,Melrose,MA,02176,781-979-2180,781-979-2183,"K,01,02,03,04,05"
01780025,Melrose: Horace Mann,Public School,Principal,Mary Cobbs,40 Damon Avenue,,Melrose,MA,02176,781-979-2190,781-979-2194,"K,01,02,03,04,05"
01780020,Melrose: Lincoln,Public School,Principal,Jennifer Corduck,80 West Wyoming Avenue,,Melrose,MA,02176,781-979-2250,781-979-2259,"K,01,02,03,04,05"
01780505,Melrose: Melrose High,Public School,Principal,Jason Merrill,360 Lynn Fells Parkway,,Melrose,MA,02176,781-979-2200,781-979-2206,"09,10,11,12"
01780305,Melrose: Melrose Middle,Public School,Principal,Brent Conway,350 Lynn Fells Parkway,,Melrose,MA,02176,781-979-2100,781-979-2104,"06,07,08"
01780035,Melrose: Roosevelt,Public School,Principal,Mary Beth Maranto,253 Vinton Street,,Melrose,MA,02176,781-979-2270,781-979-2275,"K,01,02,03,04,05"
01780050,Melrose: Winthrop,Public School,Principal,John Maynard,162 First Street,,Melrose,MA,02176,781-979-2280,781-979-2281,"K,01,02,03,04,05"
07100179,Mendon-Upton: Henry P Clough,Public School,Principal,Janice Gallagher,10 North Avenue,,Mendon,MA,01756,508-634-1580,508-478-9111,"PK,K,01,02,03,04"
07100001,Mendon-Upton: Memorial School,Public School,Principal,Debra Swain,69 Main Street,,Upton,MA,01568,508-529-1082,508-529-1909,"PK,K,01,02,03,04"
07100015,Mendon-Upton: Miscoe Hill School,Public School,Principal,Jennifer Mannion,148 North Avenue,,Mendon,MA,01756,508-634-1590,508-634-1576,"05,06,07,08"
07100510,Mendon-Upton: Nipmuc Regional High,Public School,Principal,John Clements,90 Pleasant Street,,Upton,MA,01568,508-529-2130,508-529-2129,"09,10,11,12"
